id,gesture_num,gesture,wrist_x,wrist_y,wrist_z,thumb_cmc_x,thumb_mcp_x,thumb_ip_x,thumb_tip_x,thumb_cmc_y,thumb_mcp_y,thumb_ip_y,thumb_tip_y,thumb_cmc_z,thumb_mcp_z,thumb_ip_z,thumb_tip_z,index_cmc_x,index_mcp_x,index_ip_x,index_tip_x,index_cmc_y,index_mcp_y,index_ip_y,index_tip_y,index_cmc_z,index_mcp_z,index_ip_z,index_tip_z,middle_cmc_x,middle_mcp_x,middle_ip_x,middle_tip_x,middle_cmc_y,middle_mcp_y,middle_ip_y,middle_tip_y,middle_cmc_z,middle_mcp_z,middle_ip_z,middle_tip_z,ring_cmc_x,ring_mcp_x,ring_ip_x,ring_tip_x,ring_cmc_y,ring_mcp_y,ring_ip_y,ring_tip_y,ring_cmc_z,ring_mcp_z,ring_ip_z,ring_tip_z,pinky_cmc_x,pinky_mcp_x,pinky_ip_x,pinky_tip_x,pinky_cmc_y,pinky_mcp_y,pinky_ip_y,pinky_tip_y,pinky_cmc_z,pinky_mcp_z,pinky_ip_z,pinky_tip_z
0,1,forward,0.07956169545650482,0.6441598534584045,-1.8053607675483363e-07,0.12125824391841888,0.6199615001678467,-0.03102833777666092,0.15696272253990173,0.5588772296905518,-0.04685390740633011,0.1871243417263031,0.5147902965545654,-0.05922061577439308,0.22334928810596466,0.4852380156517029,-0.0706714317202568,0.10682690143585205,0.47905683517456055,-0.0415336973965168,0.08992763608694077,0.43546634912490845,-0.06356862932443619,0.07108835130929947,0.40513479709625244,-0.07776724547147751,0.05603938549757004,0.37450170516967773,-0.08923349529504776,0.06833180785179138,0.4629635810852051,-0.037195295095443726,0.04484328627586365,0.5363984704017639,-0.06308113038539886,0.06759503483772278,0.5795590877532959,-0.06786201149225235,0.09302569925785065,0.5843066573143005,-0.06931886821985245,0.03322426974773407,0.4760735332965851,-0.03552360460162163,0.016111664474010468,0.5506905913352966,-0.05657166242599487,0.038231343030929565,0.58768630027771,-0.048828158527612686,0.060247018933296204,0.5900116562843323,-0.04217080399394035,0.003437042236328125,0.5016592741012573,-0.03826988488435745,-0.01323411613702774,0.5541859269142151,-0.05550147965550423,0.007872313261032104,0.5899861454963684,-0.05173393338918686,0.029633115977048874,0.5997146368026733,-0.04556362330913544
1,1,forward,0.10939498245716095,0.5747484564781189,-8.322886912992544e-08,0.1522994339466095,0.5607198476791382,-0.03203197196125984,0.1966453194618225,0.5119987726211548,-0.047340210527181625,0.23379367589950562,0.47322437167167664,-0.060803480446338654,0.27222341299057007,0.44575726985931396,-0.07229221612215042,0.15201382339000702,0.43016430735588074,-0.0357162244617939,0.14657461643218994,0.39226001501083374,-0.058502182364463806,0.13441778719425201,0.3576752543449402,-0.07166004180908203,0.125136137008667,0.32006365060806274,-0.08095683157444,0.11287684738636017,0.4068553149700165,-0.031046131625771523,0.08574867993593216,0.4697425961494446,-0.06050373613834381,0.10254745185375214,0.5156164765357971,-0.06668814271688461,0.1272507905960083,0.5195752382278442,-0.06729964166879654,0.07650232315063477,0.41748693585395813,-0.03015555441379547,0.04995423182845116,0.4698403477668762,-0.06006378307938576,0.06958405673503876,0.5105370879173279,-0.05710058659315109,0.09666579961776733,0.517052948474884,-0.04963746666908264,0.04510638490319252,0.440743088722229,-0.03290335088968277,0.011151649057865143,0.43366414308547974,-0.055261824280023575,-0.0052467286586761475,0.4275060296058655,-0.05698040872812271,-0.011063553392887115,0.4133087992668152,-0.053755439817905426
2,1,forward,0.1465456187725067,0.5305258631706238,-1.3445095703445986e-07,0.19175246357917786,0.5192019939422607,-0.03123786672949791,0.23520644009113312,0.47432026267051697,-0.04708429053425789,0.2733455300331116,0.43947097659111023,-0.06102564558386803,0.31244421005249023,0.42232072353363037,-0.0732945129275322,0.19417229294776917,0.39132657647132874,-0.04204387217760086,0.19148004055023193,0.3440433740615845,-0.06706831604242325,0.18402805924415588,0.30451256036758423,-0.08046863228082657,0.1777382344007492,0.2665696144104004,-0.08953496813774109,0.15742452442646027,0.36699867248535156,-0.03713468089699745,0.12627844512462616,0.415793240070343,-0.0701495036482811,0.14173495769500732,0.46910661458969116,-0.07438218593597412,0.16398140788078308,0.4824424088001251,-0.07264202833175659,0.12083876878023148,0.3747590482234955,-0.03563235327601433,0.08829839527606964,0.413315087556839,-0.0670384094119072,0.10582216084003448,0.4585689306259155,-0.06240551546216011,0.13029110431671143,0.47273457050323486,-0.05308309569954872,0.08690519630908966,0.3933330178260803,-0.03739325329661369,0.05780783295631409,0.36988335847854614,-0.05970500037074089,0.03256645053625107,0.3524143695831299,-0.061382319778203964,0.012831687927246094,0.32734009623527527,-0.058457259088754654
3,1,forward,0.18368519842624664,0.5026441812515259,-1.3773173179743026e-07,0.2298535853624344,0.4899802803993225,-0.027703000232577324,0.2745808959007263,0.44784820079803467,-0.042835019528865814,0.3126682639122009,0.4156089425086975,-0.05685011297464371,0.3522959351539612,0.4012545049190521,-0.06967293471097946,0.23518940806388855,0.36237770318984985,-0.039284639060497284,0.23651060461997986,0.31211578845977783,-0.06439704447984695,0.23340871930122375,0.2731560170650482,-0.07864774018526077,0.23063158988952637,0.23488980531692505,-0.08830151706933975,0.19788408279418945,0.3409317135810852,-0.03661688417196274,0.17246367037296295,0.3749766945838928,-0.07077658176422119,0.18761995434761047,0.43020403385162354,-0.07714112848043442,0.20686450600624084,0.44846370816230774,-0.07632111757993698,0.1615646779537201,0.3468824625015259,-0.03688418120145798,0.13384628295898438,0.37298113107681274,-0.06811006367206573,0.15211689472198486,0.41929540038108826,-0.06468921899795532,0.17514608800411224,0.43667295575141907,-0.05592869222164154,0.12844212353229523,0.3622359037399292,-0.03993092104792595,0.1026042103767395,0.3297494649887085,-0.061029136180877686,0.08142340183258057,0.310284286737442,-0.06197023391723633,0.06535878032445908,0.2837330102920532,-0.0586157962679863
4,1,forward,0.22214487195014954,0.479035347700119,-1.2378235680898797e-07,0.26803505420684814,0.46750640869140625,-0.027687208727002144,0.3121130168437958,0.42515164613723755,-0.04231815040111542,0.3501262664794922,0.3946109414100647,-0.05636853352189064,0.3877355456352234,0.38386955857276917,-0.06938143819570541,0.2745664119720459,0.34159380197525024,-0.0362735316157341,0.27787482738494873,0.28528082370758057,-0.06243927404284477,0.2784418761730194,0.2462318390607834,-0.07672665268182755,0.27689966559410095,0.20670124888420105,-0.08573832362890244,0.23876991868019104,0.3255702257156372,-0.0340208038687706,0.2168280929327011,0.3405998945236206,-0.07269829511642456,0.22972403466701508,0.4020456075668335,-0.07965945452451706,0.24396464228630066,0.426707923412323,-0.07701123505830765,0.2039162665605545,0.3310118019580841,-0.034984178841114044,0.17725472152233124,0.3412132263183594,-0.07037646323442459,0.19458061456680298,0.39341744780540466,-0.06684581190347672,0.2136668860912323,0.41789743304252625,-0.05552701652050018,0.1713516265153885,0.3431894779205322,-0.03849753737449646,0.14916592836380005,0.30186331272125244,-0.06062117964029312,0.13099047541618347,0.27823302149772644,-0.06127878278493881,0.11561815440654755,0.24762645363807678,-0.05682409927248955
5,1,forward,0.2559851109981537,0.4707046449184418,-1.135937495178041e-07,0.2999386787414551,0.4579610228538513,-0.028624385595321655,0.3446596562862396,0.41599008440971375,-0.04472821205854416,0.38381803035736084,0.38643819093704224,-0.06014888361096382,0.4213375151157379,0.3737427890300751,-0.07384749501943588,0.31056761741638184,0.3284148573875427,-0.03778001666069031,0.3151019811630249,0.270516037940979,-0.0688193291425705,0.31760352849960327,0.2317466139793396,-0.08694209903478622,0.31826889514923096,0.1908230185508728,-0.09849672764539719,0.27418774366378784,0.31676676869392395,-0.03469006344676018,0.25190621614456177,0.32557570934295654,-0.07609215378761292,0.2667803466320038,0.3944186866283417,-0.08315789699554443,0.28369826078414917,0.4164453446865082,-0.08059079945087433,0.23968864977359772,0.32358992099761963,-0.035291001200675964,0.2136140763759613,0.32440701127052307,-0.0731092244386673,0.2331274449825287,0.3825099468231201,-0.06765073537826538,0.25517895817756653,0.4093003273010254,-0.05481141805648804,0.20734381675720215,0.3361119329929352,-0.03871629759669304,0.18901559710502625,0.29298996925354004,-0.06488878279924393,0.17059899866580963,0.26675742864608765,-0.06722167134284973,0.15566399693489075,0.23191051185131073,-0.06331341713666916
6,1,forward,0.2854135036468506,0.4677785038948059,-1.2173434527085192e-07,0.32843756675720215,0.452462762594223,-0.029928019270300865,0.37372639775276184,0.412215918302536,-0.04868336394429207,0.4117366671562195,0.3830644488334656,-0.06636633723974228,0.4496546685695648,0.3719029724597931,-0.08246483653783798,0.3382936120033264,0.3212473690509796,-0.045371878892183304,0.3419121503829956,0.26551204919815063,-0.08114301413297653,0.3439476490020752,0.22284403443336487,-0.10279347747564316,0.34568220376968384,0.1793195605278015,-0.11662251502275467,0.30081072449684143,0.307761013507843,-0.041339755058288574,0.2816200852394104,0.3284187614917755,-0.08038577437400818,0.2974885106086731,0.3933817744255066,-0.08452177047729492,0.31460750102996826,0.4068942070007324,-0.08184175193309784,0.26634564995765686,0.31689855456352234,-0.041291870176792145,0.2441479116678238,0.330054372549057,-0.07782922685146332,0.26451945304870605,0.3866082429885864,-0.06959471851587296,0.285897433757782,0.40912991762161255,-0.056356679648160934,0.23479333519935608,0.3323553204536438,-0.04440901055932045,0.21449971199035645,0.2908959984779358,-0.07251502573490143,0.1981206238269806,0.2647894024848938,-0.07533246278762817,0.18600744009017944,0.22891157865524292,-0.0719786211848259
7,1,forward,0.31095272302627563,0.4797786474227905,-1.793595174603979e-07,0.3503418266773224,0.46105828881263733,-0.030684320256114006,0.39436545968055725,0.41968175768852234,-0.0494079664349556,0.4309106469154358,0.3864574432373047,-0.06646153330802917,0.469836950302124,0.3738694489002228,-0.08138619363307953,0.35990095138549805,0.33087238669395447,-0.04675064608454704,0.3613112270832062,0.26946544647216797,-0.08643695712089539,0.3624330759048462,0.22683143615722656,-0.1112445667386055,0.3626514673233032,0.18085306882858276,-0.12689660489559174,0.32250314950942993,0.32113805413246155,-0.04158356040716171,0.29727157950401306,0.33182382583618164,-0.0815553218126297,0.3126674294471741,0.40346020460128784,-0.08448232710361481,0.3291945457458496,0.4176936745643616,-0.0811152383685112,0.28876104950904846,0.3292402923107147,-0.04095137491822243,0.261570543050766,0.33462461829185486,-0.07752992957830429,0.2822950780391693,0.39474236965179443,-0.06701269745826721,0.30405086278915405,0.4176352620124817,-0.05226672440767288,0.25740450620651245,0.3422119617462158,-0.04368401691317558,0.2352697253227234,0.29774466156959534,-0.07129810005426407,0.21659812331199646,0.27386173605918884,-0.07291392236948013,0.20259693264961243,0.239374041557312,-0.06867321580648422
8,1,forward,0.3327358365058899,0.49729713797569275,-1.5887083293364412e-07,0.37012964487075806,0.47683319449424744,-0.030981693416833878,0.4118005335330963,0.43084773421287537,-0.05066842958331108,0.44758254289627075,0.39452481269836426,-0.0697314664721489,0.48957276344299316,0.383464515209198,-0.08677482604980469,0.3755103051662445,0.33953315019607544,-0.041675399988889694,0.3742574453353882,0.28229790925979614,-0.07760295271873474,0.37254300713539124,0.24121183156967163,-0.09913560748100281,0.37202271819114685,0.19803117215633392,-0.11262284964323044,0.3393456041812897,0.327468603849411,-0.03755829855799675,0.31290528178215027,0.35538432002067566,-0.07469338178634644,0.3288804590702057,0.4214148223400116,-0.07782170176506042,0.3471341133117676,0.4314146339893341,-0.07485300302505493,0.30627143383026123,0.3383021354675293,-0.038115717470645905,0.277452677488327,0.35829824209213257,-0.07339037209749222,0.29814469814300537,0.41412362456321716,-0.06494861096143723,0.32084494829177856,0.43306106328964233,-0.051837507635354996,0.2756398320198059,0.3559969365596771,-0.042060427367687225,0.25256770849227905,0.319088876247406,-0.06696482747793198,0.23287200927734375,0.2974836826324463,-0.06720759719610214,0.21664592623710632,0.2680862843990326,-0.06223733723163605
9,1,forward,0.3496576249599457,0.5260534882545471,-1.7887072090161382e-07,0.38720449805259705,0.5068495273590088,-0.033838167786598206,0.4284798204898834,0.45648810267448425,-0.05363071337342262,0.46209996938705444,0.4156034290790558,-0.07219226658344269,0.504486083984375,0.39916443824768066,-0.08808573335409164,0.39128199219703674,0.3613720238208771,-0.04158195108175278,0.38888639211654663,0.3074895143508911,-0.07690707594156265,0.3862258195877075,0.2672255039215088,-0.09691394865512848,0.3862684667110443,0.22329366207122803,-0.10932996869087219,0.35525158047676086,0.346725195646286,-0.03646456077694893,0.32530248165130615,0.3875746726989746,-0.07285008579492569,0.34192538261413574,0.45245805382728577,-0.07537224143743515,0.3634340167045593,0.456505686044693,-0.07224081456661224,0.32220950722694397,0.3580012023448944,-0.03655146434903145,0.2908766269683838,0.3884252905845642,-0.0724072977900505,0.3116801381111145,0.4427708387374878,-0.06393221765756607,0.336908757686615,0.4565780758857727,-0.05081746727228165,0.29277628660202026,0.37759923934936523,-0.04035065695643425,0.26829397678375244,0.34552350640296936,-0.06603849679231644,0.24681073427200317,0.3265838921070099,-0.06625500321388245,0.22972401976585388,0.29996901750564575,-0.06101154536008835
